LON,LAT,EDO,CLAVE,ESTACION,may-24
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",128.4
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",9.5
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",329.3
-93.273056,17.285833,CHIS,FCOLEONCFE,"Francisco León, Chis. CFE*",0
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",178.4
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",53.1
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",362
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",30.2
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",216.3
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",253
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",37.2
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",281
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",9.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",14.05
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",0.9
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",0.9
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",65.9
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",0
-92.715556,16.887778,CHIS,LARRAINZAR,"Larráinzar, Chis. SGT*",32.6
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",3.8
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",4
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",7.11
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",28.3
-93.595,17.189167,CHIS,MALPASODES,"Desfogue Malpaso, Chis. CFE*",39.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",51.8
-92.673889,17.185556,CHIS,MOJOSTIC,"Mojostic, Chis. SGT*",0
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",36.6
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",32.6
-94.081111,16.475556,CHIS,NVOTENOCH,"Nuevo Tenochtitlán, Chis. CFE*",36.8
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",26.1
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",6.9
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",6.9
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",21.6
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",13.1
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",88.3
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",43.42
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",43.4
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",36
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",19.6
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",37.1
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",26.8
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",46
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",54.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",22.7
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",29.9
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",39.6
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",42.9
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",30.9
-93.858889,16.373333,CHIS,SEPULTURA,"La Sepultura, Chis. CFE*",8.8
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",9
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",20.3
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",0
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",39.8
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",10.9
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",40.8
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",239.6
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",43.1
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",34.7
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",88.6
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",287.7
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",90
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",29.3
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",86.7
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",97.6
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",112.8
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",10.2
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",11
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",69.2
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",8.85
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",90.7
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",134.7
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",16.7
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",50
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",1.72
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",22
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",5
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",17
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",5
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",2
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.01
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",11.51
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",12.2
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0.01
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",10
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0.02
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",5.3
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",32.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",27.9
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",15.2
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",78.01
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",2
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",1.3
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",17.41
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0.01
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",44.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",0
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",0
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.057778,19.391667,COL,MINATITLAN,"Minatitlán, Col. SMN*",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",42.12
-99.235278,19.203333,DF,AJUSCOALTATEN,"Ajusco Alta Tensión, Cd. de Méx. SEGIAGUA",0
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja 6 IP San Antonio y Periférico, Cd. de Méx. SEGIAGUA",34.25
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",29.5
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",26.03
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",35.79
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",36.54
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de Méx. SEGIAGUA",60.25
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",51.5
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",25
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",18.5
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",21.25
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Aragón CRAE OCAVM, Cd. de Méx. SEGIAGUA",20.75
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",35.7
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",78.5
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",20.25
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",8
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",20.75
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",27.25
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",23.34
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",43
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",30
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de Méx. SEGIAGUA",49
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",27.17
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",37
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",37.5
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",55.2
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",42.25
-99.170556,19.286944,DF,LAJOYACDMX,"La Joya, Cd. de Méx. SEGIAGUA",61
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",37.04
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",18
-99.191944,19.416389,DF,MDELREY,"Molino del Rey, Cd. de Méx SMN*",27.2
-99.026944,19.187222,DF,MILPAALTADF,"Milpa Alta, Cd. de Méx. SEGIAGUA",52.06
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",44.19
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SEGIAGUA",66.25
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",12.45
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",34.25
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",31
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",25
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",28.75
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",10.67
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",28.75
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",39.29
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",17.25
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SEGIAGUA",29.75
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de Méx. SEGIAGUA",41
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",36
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",30.84
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",17.25
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",72
-99.177222,19.328889,DF,POZOCU,"Pozo Ciudad Universitaria, Cd. de Méx. SEGIAGUA",22.5
-99.233611,19.364444,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de Méx. SEGIAGUA",49.75
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",34.04
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",30.12
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",37.78
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",82.62
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",31.5
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",81
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SEGIAGUA",62.25
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",25
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",60.77
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",29.5
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",21.04
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",34
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SEGIAGUA",23.75
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",40.54
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",53.48
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",93.68
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",22.7
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SEGIAGUA",50
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",81
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",9.75
