LON,LAT,EDO,CLAVE,ESTACION,sep-16
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",9.51
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",77.8
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",112.94
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",119.62
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",88.5
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",42.8
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",8.53
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",37.03
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",131.01
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",43.5
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",50.01
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",46.04
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",48.3
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",68.93
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",97.81
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",237.3
-107.491667,29.035556,CHIH,SOTOMAINEZ,"Soto Mainez, Chih. INIFAP*",78.2
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",186.3
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",26.1
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",120.32
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",48.04
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",111.6
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",46.05
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",30.13
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",166
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",270.6
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",377.2
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",251.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",333.9
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",257.42
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",256.6
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",283.8
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",112.2
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",99.9
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",4
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",183.9
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",690.83
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",287.83
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",231.2
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",0
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",259.1
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",543.2
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",477.1
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",151.2
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",380.6
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",227.2
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",345.8
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",162
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",170.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",196.32
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",145.01
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",116.37
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",256.7
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",149.2
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",342.1
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",349.8
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",677.4
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",261.7
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",144.8
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",118
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",181.4
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",648.03
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",189.5
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",294.4
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",238.4
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",405
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",717.5
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",235
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",240.9
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",231.91
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",596.41
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",678.02
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",181.2
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",224
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",398.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",452.7
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",309.51
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",325.4
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",338.62
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",291.81
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",102.2
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",109.53
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",198.6
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",362.2
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",337.31
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",301.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",687.43
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",293.8
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",140.1
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",120.6
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",297.3
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",183
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",230.2
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",262.2
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",281.8
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",215.12
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",535.71
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",340
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",431.9
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",231.2
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",184.8
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",122.4
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",387.9
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",493.13
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",339.1
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",271.72
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",117.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",542.7
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",263.4
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",232.1
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",342.2
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",171.2
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",184.31
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",206.83
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",192.63
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",245.4
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",239.4
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",333.6
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",327.7
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",512
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",259.2
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",443.4
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",211.9
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",451.6
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",188.5
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",353.4
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",394.3
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",219.3
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",547.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",353.1
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",80
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",248.1
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",253
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",127.2
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",321.53
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",225.1
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",301.82
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",231.9
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",263.2
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",134.22
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",355.9
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",383.4
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",153.41
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",220
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",105
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",82
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",112.55
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",15.5
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",46
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",133
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",76
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",177
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",19.9
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",16.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",60
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",79
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",89.4
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",120.8
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",83.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",67
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",64.5
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",157
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",207
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",132.2
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",48.63
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",15.5
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",25.82
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",19.2
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",128.01
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",318.5
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",118.3
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",153.7
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",122.2
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",190.1
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",267.2
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",205.6
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",156.8
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",180.8
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",181
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",3.27
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",132.8
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",107.5
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",183.4
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",235
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",197.6
-104.1,18.936111,COL,RDRCM,"Radar, Col.",237.3
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",373.4
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",129
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",243
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",165.1
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",181
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",165.08
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",107.8
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",86.8
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",7.3
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",73.4
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",106.9
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",313.56
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",86.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",146
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",56.6
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",51
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",123
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",158.4
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",169.2
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",180.2
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",293.4
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",291.7
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",57.8
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",234.1
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",20.8
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",85.1
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",181.2
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",118.5
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",47.6
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",244.4
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",85.6
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",114.5
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",54.7
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",88.2
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",153.8
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",56.3
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",99.9
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",95
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",97.6
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",91
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",102.2
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",141.75
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",270.6
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",61.5
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",16.7
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",90.81
