LON,LAT,EDO,CLAVE,ESTACION,may-14
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",286.83
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",102.06
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",176.6
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",424.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",145.3
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",128.7
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",236.12
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",206.6
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",443.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",380.21
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",50.31
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",173.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",152.74
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",158.2
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",179.13
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",66.5
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",164.4
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",111.71
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",632.4
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",290.71
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",59
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",17.22
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",40
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",18.64
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",23.3
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",57
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",41
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",7.41
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",52.5
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",1
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",22.4
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",15.8
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",66.4
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",90.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",35
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",96
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",66
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",49.8
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",108.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",85.01
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",2.1
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",29.02
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",27.6
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",15.1
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",13.2
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",120.5
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",42
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",99.5
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",86.2
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",41.3
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",139.6
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",50.4
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",145
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",108.4
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",48
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",71.2
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",33.26
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",57.5
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",83.7
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",90.8
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",107.2
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",46.7
-104.1,18.936111,COL,RDRCM,"Radar, Col.",129
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",52.7
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",41.5
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",57.7
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",107.1
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",100.36
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",117.8
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",43
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",82.6
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",94.1
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",109.2
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",7.6
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",83.6
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",123.1
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",14.6
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",32.5
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",38
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",79.2
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",102.55
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",99.9
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",73
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",41.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0.5
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",16.3
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",45.8
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",40
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",81.2
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",74.6
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",112.1
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",29.6
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",69.5
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",52.3
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",92
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",38.9
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",21.4
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",91.8
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",92.9
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",94.4
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",47.2
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",112.6
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",47.7
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",144.4
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",13.9
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",23
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",50.2
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",13.5
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",49.3
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",88.7
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",113.6
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",101.3
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",40.7
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",102
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",100.3
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",97.9
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",61.7
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",90
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",63.7
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",53.5
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",0
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",53.9
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",15
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",14
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",47.48
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",66.9
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",29.8
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",31.3
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",38.9
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",1.5
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",48.9
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",3.8
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",63.8
-104.066111,25.263333,DGO,AM2DR,"Agustín Melgar, Dgo. SMN*",1
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",5.3
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",0.4
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",2.3
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",11.2
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",2.62
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0.2
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",2.6
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",36.3
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",0.01
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",0
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",7.2
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",3
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0.01
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",10.38
-103.7475,26.686389,DGO,MAPIMI,"Mapimí, Dgo. SMN*",9
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",0.01
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",1
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",3
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",0.6
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",14
