LON,LAT,EDO,CLAVE,ESTACION,nov-16
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",21.2
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",149.8
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",21
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",21.4
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",516.71
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",454.7
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",15.51
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",158.4
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",7
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",7.61
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",144
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",145.3
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",151.3
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",142.5
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",211.01
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",24.1
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",16.9
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",2.3
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",2.4
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",770.4
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",107.6
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",3.6
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",0.31
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",169.31
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",184
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",23.3
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",8.6
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",10.6
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",7.6
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",167
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",21.1
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",573.5
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",11.22
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",0.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",140.9
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",3.4
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",5.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",665.1
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",1.9
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",11.7
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",12.95
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",2.01
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",2.5
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",19.5
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",134.2
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",108.4
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",162.4
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",58.72
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",15.2
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",95.81
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",33.7
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",113.8
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",3.8
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",347.1
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",163.8
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",311
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",192.3
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",246.4
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",1
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",5.1
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",24
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",1.02
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",8.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",3.81
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",396.5
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",2.3
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",132.91
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",46
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",206.8
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",383.8
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",99.6
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",10.6
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",101
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",64.25
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",38.5
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",12.6
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",60
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",108
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",74
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",2.81
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",32.1
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",28
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",62.3
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",96.4
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",90.9
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",14.05
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",51
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",58.16
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",69
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",108
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",51.3
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",7.22
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",42
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",14.02
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",10.4
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",195.51
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",48
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",23
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",69.3
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",20.2
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",48.6
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",62.4
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",45.6
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",55.4
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",48.6
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",47.2
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",20
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",18.8
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",28.8
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",35.2
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",21.3
-104.1,18.936111,COL,RDRCM,"Radar, Col.",22.5
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",68.7
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",19
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",44
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",52.5
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",16.9
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",37.2
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",44.5
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",43.1
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",3
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",53.6
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",61
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",164.9
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",56.1
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",102.6
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",57.1
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",48.5
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",64.6
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",14.9
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",1
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",90.2
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",102.6
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",46.5
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",36.5
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",7.9
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",82.8
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",90.4
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",86
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",60
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",72
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",71.5
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",47.93
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",6.7
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",46.4
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",43.4
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",63.5
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",12.6
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",54.6
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",69
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",48.6
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",91.6
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",75.9
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",69.5
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",49.4
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",42.3
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",52.3
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",48.6
