LON,LAT,EDO,CLAVE,ESTACION,ene-13
-116.821111,32.472222,BC,EFLBN,"El Florido, B.C.",43.9
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",63.52
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",19
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",56.7
-115.1875,28.034444,BC,ISLACEDROSmar,"Isla Cedros, B.C. SEMAR*",4.07
-115.466667,32.55,BC,MXCBN,"Mexicali, B.C.",16.92
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",22.51
-116.678333,32.543889,BC,PRTBN,"La Puerta, B.C.",57.9
-116.64,31.704444,BC,PTBBN,"Punta Banda, B.C.",73
-116.205556,32.272222,BC,RUMOROSA,"La Rumorosa, B.C. SMN*",50.8
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",5.6
-115.9375,30.531111,BC,SQNBN,"San Quintín, B.C. SMN*",28.28
-114.3,27.1425,BCS,ASUBS,"Bahía Asunción, B.C.S.",0
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",0
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",22.52
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",3.01
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",0
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",0
-112.111111,24.791667,BCS,SCRBS,"Puerto San Carlos, B.C.S.",0
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",0
-112.332778,26.629167,BCS,SMTBS,"San Martín, B.C.S.",0
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",7
-109.986111,23.172222,BCS,SVSBS,"San Vicente de la Sierra, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",100.6
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",180.2
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",196.8
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",111
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",62
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",223
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",49.6
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",165.3
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",61.7
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",76.5
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",140
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",197.2
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",30.6
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",28.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",11.8
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",12
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",20.2
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",23.8
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",37
-106.388333,26.474167,CHIH,C08061,"El Vergel, Chih.",25.7
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",5
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",12.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",27.5
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",11
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",39.5
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",6.6
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",33.01
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",1.6
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",7.01
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",14.52
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",57.25
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",17
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",6.6
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",37
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",14
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",21.5
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",7.51
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",7.02
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",14.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",12.12
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",30
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",23.36
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",50
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",3.54
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",62.2
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",4.53
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",8.8
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",18.6
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",27.5
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",13.6
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",5.02
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",17.2
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",3.54
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",23.03
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",10
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",212.9
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0.2
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",342.2
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",8.7
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",9.5
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",3.75
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",2.3
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",5.8
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",4.03
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",122.2
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",9.8
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",10.7
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",24.01
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",1.8
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",8.55
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",0
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",8.29
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",0
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",0.2
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",18.02
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0.1
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",6.1
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",17.3
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",5.8
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",46.83
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",49.5
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",3.51
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",250.9
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0.01
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",125.91
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",0.4
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",3.2
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",99.1
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",55.8
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0.1
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",516
-93.150556,17.225833,CHIS,OCOTEPEC,"Ocotepec, Chis. SGT*",353.4
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",17.5
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",345.9
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",0
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",0
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",169.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",7.51
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0.02
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",264.3
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",1.4
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",649.6
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",5
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",3.34
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",2.09
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0.01
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",427.8
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",5.31
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",1.1
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",102.01
-92.136111,15.04,CHIS,SNJERONIMO,"San Jerónimo, Chis. SGT*",39.3
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",35.2
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",0
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",4.6
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0.6
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0.8
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",3.6
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",307.4
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",36.14
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",0.01
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",139.82
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",13.2
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",19
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",26
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",15.6
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",3.3
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",36
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",8.5
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",53
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.9
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",39.3
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",16.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",37
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",9
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",30.7
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",8
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",19
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",13
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",2.5
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",34
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",2.5
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",36.2
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",24
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",55
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",85.3
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",58.1
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",31
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",45.5
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",81.97
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",74
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",13.5
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",213.5
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",40
-104.1,18.936111,COL,RDRCM,"Radar, Col.",87.5
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",67.1
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",33.5
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",33
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",20.5
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",1.01
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",0.2
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",0
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0.8
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",2.5
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",12.7
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",2.7
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",4.4
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",0.8
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",1.6
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",2.1
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",0
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",3.3
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",0
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",1.8
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",5.4
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",0.5
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",0.2
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0.2
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",4.5
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",7.8
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",0.5
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0.4
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",9.9
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",0.5
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",1
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",6.1
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",0.7
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",2
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",0
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",0
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",0
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",1.8
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",0.2
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",2.7
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",3.2
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0.3
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",2.3
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",3.3
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",13.9
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",0
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",0.8
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",0.7
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",0.2
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",1.3
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",0
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",10.1
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",0
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",0.5
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",5.3
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",5.4
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",0.5
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",0.8
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",3
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",0
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",0.5
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",9.4
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",3.3
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",0
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",1
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",7.9
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",3
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",0
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",2.1
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.3
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",1
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",3
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",4
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0.9
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",5.28
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",0
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",0
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",1.1
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",0.2
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",17
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",0
-104.925833,23.824444,DGO,SBBDR,"Santa Bárbara, Dgo.",10.6
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",6.2
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",3.61
-105.366667,25.953333,DGO,SMODR,"Santa María del Oro, Dgo.",5
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",1
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0.5
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",6.9
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",2
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0.02
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",3.5
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",4.52
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",6.01
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",5.2
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",17.9
-100.5,18.154167,GRO,AJCGR,"Ajuchitlán, Gro.",1
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del Río, Gro. CFE*",1.7
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",7.2
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0.01
-99.400833,18.459444,GRO,BVSGR,"Buenavista, Gro.",0
-100.664444,18.358611,GRO,CALGR,"Ciudad Altamirano, Gro.",1.5
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",4.5
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",10
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",2.8
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",2.51
