LON,LAT,EDO,CLAVE,ESTACION,sep-24
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",15.41
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",17
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",2.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",36.5
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",12.13
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",5.41
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",16.8
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",19.01
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",8.89
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",80.4
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",6
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",67.51
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",12
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",22.2
-106.390278,26.473333,CHIH,ELVERGELSMN,"El Vergel, Chih. SMN*",106.6
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",17.94
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",19
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",64
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",1.8
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",21.13
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",14
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",1.6
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",64.51
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",12
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",73.01
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",1.78
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",9.8
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",49
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",71
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",90.41
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",12.8
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",31.8
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",8.01
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",42.8
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",109.01
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",15.25
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",140.7
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",235.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",177
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",643.12
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",223.8
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",232.4
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",259.8
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",341.8
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",689
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",283.2
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",77.4
-92.618056,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuitán, Chis. SGT*",539.4
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango, Chis. SGT*",545.3
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",123.6
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",222.8
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",274.8
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",457.5
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",47.5
-92.133333,16.233333,CHIS,COMITANOB,"Observatorio de Comitán, Chis. SMN*",85.9
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",134.6
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",441.42
-93.741389,16.671667,CHIS,CREDCINTALAPA,"Cred Cintalapa, Chis. PC*",120.1
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",105.68
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",156.5
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",289.8
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",740.8
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",406.1
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",151.6
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",313.1
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",423.7
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",514.8
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",211.4
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",440.1
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",894.6
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",331.1
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",817.1
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",788.25
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",100.66
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",656.5
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",247.8
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",533.8
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",821.9
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",97.4
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",458
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",454.2
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",429.6
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",95.7
-92.715556,16.887778,CHIS,LARRAINZAR,"Larráinzar, Chis. SGT*",213.4
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",312.6
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",153.3
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",221.88
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",254.9
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",659.9
-92.673889,17.185556,CHIS,MOJOSTIC,"Mojostic, Chis. SGT*",233.7
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",367.4
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",200.7
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",382.8
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",566.8
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",566.8
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",516.7
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",422.6
-91.990278,17.525833,CHIS,PLQCP,"Palenque, Chis. SMN*",506.2
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",254.6
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",255.8
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",311.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",290.7
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",412.9
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",251.5
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",213.8
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",400.6
-92.104167,15.031667,CHIS,SANTODOMINGO,"Santo Domingo, Chis. Protección Civil*",670.47
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",582.5
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",189.1
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",265.2
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",207.6
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",150.3
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",407.5
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",266.8
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",278.4
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",228.3
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",589
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",346.7
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",148.7
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",454.9
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",832.8
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",829.3
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",326
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",262.1
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",259.9
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",353.6
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",291.6
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",268
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",270.5
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",269.1
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",174.66
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",7.9
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",218.5
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",111.18
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",52.3
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",122.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",78
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",38.5
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",125
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",46.53
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",84
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",80.52
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",153.23
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",4.41
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",24.03
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",63.5
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",68.4
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",198.6
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",139.6
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",145.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",79
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",97
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",45.5
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",53.91
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",81.7
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",185.52
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",355.54
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",386.25
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",372.22
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",129.5
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",316.81
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",190.23
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",220.7
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",200.66
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",48
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",185.5
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",450.45
-104.057778,19.391667,COL,MINATITLAN,"Minatitlán, Col. SMN*",242.1
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",399.53
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",192.49
-104.1,18.936111,COL,RDRCM,"Radar, Col.",466.41
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",551.5
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",260.04
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",281.02
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",284.01
-99.235278,19.203333,DF,AJUSCOALTATEN,"Ajusco Alta Tensión, Cd. de Méx. SEGIAGUA",268.75
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja 6 IP San Antonio y Periférico, Cd. de Méx. SEGIAGUA",170.5
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",98.2
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",184.01
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",110.27
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",163.32
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",128.82
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de Méx. SEGIAGUA",102.5
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",238.5
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",33.77
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",153.68
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",159.24
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Aragón CRAE OCAVM, Cd. de Méx. SEGIAGUA",104.75
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",169.62
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",214.57
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",110.6
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",117
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",157.5
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",207.76
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",387.22
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",192.75
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",95
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de Méx. SEGIAGUA",127.5
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",34.79
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",371.38
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",407.25
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",153.2
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",359
-99.170556,19.286944,DF,LAJOYACDMX,"La Joya, Cd. de Méx. SEGIAGUA",247
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",102.6
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",3.3
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",372.75
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",138.52
-99.191944,19.416389,DF,MDELREY,"Molino del Rey, Cd. de Méx SMN*",115.8
-99.026944,19.187222,DF,MILPAALTADF,"Milpa Alta, Cd. de Méx. SEGIAGUA",151.79
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",125.73
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SEGIAGUA",309.25
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",229.75
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",108.52
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",117.58
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",31.99
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",164.29
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",17.02
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",162.32
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",212.33
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",174.63
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SEGIAGUA",195.75
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de Méx. SEGIAGUA",227.75
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",130.42
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",122
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",195.5
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",177.12
-99.177222,19.328889,DF,POZOCU,"Pozo Ciudad Universitaria, Cd. de Méx. SEGIAGUA",0.75
-99.233611,19.364444,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de Méx. SEGIAGUA",435
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",370.05
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",162.61
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",105.26
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",167.7
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",5.25
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",235.84
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SEGIAGUA",117.25
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",197.08
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",153.74
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",247.53
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",232.61
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",193.5
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SEGIAGUA",195.75
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",127.5
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",337.04
-99.133333,19.402222,DF,SCADF,"Santa Cruz Acatlán, Cd. de Méx.",30.72
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",106.45
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",210.5
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",138.4
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SEGIAGUA",204.5
