LON,LAT,EDO,CLAVE,ESTACION,feb-17
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",0
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",3.6
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",0.8
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",3.2
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",0
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",0.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",0
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",0
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",10.6
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",27.5
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",35
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",3
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",18.5
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",32
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",0
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",2.52
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",0.4
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",0.51
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",12.44
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",19.8
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",2
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",30.01
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",0.25
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",0.01
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",20.2
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",10.2
-107.320556,26.677222,CHIH,GRCCH,"Guerachi, Chih.",4.4
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",21
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",4
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",2.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0.01
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",0
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",2.2
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",0
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",2
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",1.61
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.01
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",2.7
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",1.51
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",32
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",1.2
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",2.21
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",2.02
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",27.91
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",2.01
-106.505,30.615556,CHIH,VILLAAHUMADA,"Villa Ahumada, Chih. SMN*",0.2
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",0.02
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",8
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",11.8
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",0
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",13.5
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",0.01
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",1.2
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",0
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",16
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",0
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",0
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",0
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",0
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",0.03
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",2.03
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",0
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",0.02
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",0
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",0.6
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",0.01
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",7.81
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",0
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",13.2
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",0.3
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",13.41
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",1.5
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",0
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",4.9
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",5.5
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",0
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",37.1
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",17.4
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",0
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",22.1
-93.474444,17.463611,CHIS,PENITAS,"Peñitas, Chis. SGT*",20.7
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",13.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",0
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",24
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",67.1
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",0
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",5.5
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",0.2
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",0.7
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",0.42
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",0
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",0
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",29.3
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",0
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",3
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",1.8
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",0
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",29
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",4.4
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",0
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",14.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",1.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",5.3
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",6.22
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",7.8
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",52
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",27.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",0
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",19.3
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",3
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",26
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",6.21
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",0.2
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",0.5
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",14.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",19.8
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",0.01
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",2
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",0.1
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",0
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",18.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",24.5
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",36
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",4.4
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",0
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",5.5
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",2.2
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",1
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",2.2
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",2.1
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",3.2
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",3.5
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",0
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",1.2
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",5.3
-104.1,18.936111,COL,RDRCM,"Radar, Col.",3
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",2
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",0
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",0.25
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",0
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",0
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",0
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",0
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Méx SGT*",0
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",0
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",0
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",0
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",0
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",0
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",0
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",0
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",0
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",0
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",0
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",0
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",0
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",0
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",0
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",0
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",0
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",0
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",0
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",0
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",0
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",0
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",0
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",0
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",0
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",0
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",0
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",0
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",0
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",0
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",0
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",0
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",0
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",0
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",0
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",0
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",0
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",0
-99.099722,19.385,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",0
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",0
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",0
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",0
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",0
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",0
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa Lucía, Cd. de Méx.",0
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de Méx.",0
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",1
-104.810278,24.540278,DGO,CBRDR,"Caboraca, Dgo.",1
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",5.1
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",2.5
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",3.4
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",1.4
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.1
-103.773611,25.265278,DGO,FZRDR,"Francisco Zarco, Dgo.",2.6
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",13
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",1.5
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0
-103.7475,26.686389,DGO,MAPIMI,"Mapimí, Dgo. SMN*",0.4
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",1
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",0
-104.6,24.1,DGO,OBSDR,"Observatorio de Durango, Dgo.",1.7
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",2.5
-104.333056,24.538333,DGO,PDCDR,"Pánuco de Coronado, Dgo.",1.4
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",36
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",1.02
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",12.5
-104.925833,23.824444,DGO,SBBDR,"Santa Bárbara, Dgo.",15
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0.1
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",9
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",1.2
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",0
-105.366667,25.953333,DGO,SMODR,"Santa María del Oro, Dgo.",3.8
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",2.3
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0.01
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",1
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",41.3
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",1.31
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",14
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",39.51
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",5
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",1.01
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",0
-100.5,18.154167,GRO,AJCGR,"Ajuchitlán, Gro.",0
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del Río, Gro. CFE*",0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0
-99.400833,18.459444,GRO,BVSGR,"Buenavista, Gro.",0
-100.664444,18.358611,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",0
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
