LON,LAT,EDO,CLAVE,ESTACION,ene-16
-114.839444,31.029167,BC,SFLBN,"Observatorio de San Felipe, B.C.",1.2
-114.3,27.1425,BCS,ASUBS,"Bahía Asunción, B.C.S.",0
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",0
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0.01
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",7.51
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",0.2
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",0.01
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",0
-110.059167,23.805,BCS,SANBS,"San Antonio Sur, B.C.S.",0
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",0
-112.111111,24.791667,BCS,SCRBS,"Puerto San Carlos, B.C.S.",0
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",0.2
-112.332778,26.629167,BCS,SMTBS,"San Martín, B.C.S.",0
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",13
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",25.02
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",132.5
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",22
-90.558889,19.830556,CAMP,CMPCA,"Campeche, Camp.",22.9
-91.046111,18.184444,CAMP,CNDCA,"Candelaria, Camp.",31.03
-90.5075,19.836389,CAMP,COBCA,"Observatorio de Campeche, Camp.",20.1
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",47.25
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",26.41
-89.848333,19.751944,CAMP,HPOCA,"Hopelchén, Camp.",19.7
-90.221389,19.605833,CAMP,NYXCA,"Noh Yaxché, Camp.",36.7
-92.091944,18.253056,CAMP,PLZCA,"Palizada, Camp.",67.32
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",77.03
-89.859167,19.664444,CAMP,XCPCA,"Xcupil, Camp.",49.02
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",11
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",2
-107.255556,28.771667,CHIH,BACCH,"Bachíniva, Chih.",0
-107.395556,28.525833,CHIH,BASUCHIL,"Basuchil, Chih. INIFAP*",0
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",18.1
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",0
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",6.4
-106.953056,28.065,CHIH,BUENAVISTACH2,"Buena Vista 2, Chih. INIFAP*",0
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",0
-108.092778,29.251944,CHIH,C08219,"Peñitas, Chih.",23
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",15.6
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",0
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",6.32
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",1
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",0
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",0
-108.544722,27.430278,CHIH,CHINIPASCFE,"Chínipas, Chih. CFE*",0.2
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",0.75
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",7.21
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",0
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",7
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",2
-106.119444,28.614722,CHIH,ERECH,"El Rejón, Chih.",0
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",5.4
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",17.5
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",1
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",22.8
-104.912778,27.126667,CHIH,JMNCH,"Jiménez, Chih.",3.5
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",0.52
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",5.02
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",1.53
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",0.05
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",4.83
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",0.01
-107.973333,26.9425,CHIH,TB2CH,"Tubares 2, Chih.",3.81
-107.6975,28.759722,CHIH,TEJCH,"Tejolocachi, Chih.",15.6
-107.816667,28.95,CHIH,TEMOSACHICob,"Observatorio de Temósachic, Chih. SMN*",11.6
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",27.22
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",0.01
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",3.01
-106.505,30.615556,CHIH,VILLAAHUMADA,"Villa Ahumada, Chih. SMN*",5.8
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",12
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",3
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0
-92.114167,17.248889,CHIS,AGUAAZUL,"Agua Azul, Chis. SGT*",133.3
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",12.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",69.1
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",399.6
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",10
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",7.8
-91.108333,16.785833,CHIS,BONAMPAK,"Bonampak, Chis. SMN*",4.75
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",34.6
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",0.01
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",0.4
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",104.7
-93.117222,16.757778,CHIS,CENTRO2APTE,"Centro Segunda Poniente, Chis. SGT*",0
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",41.8
-91.710278,16.383056,CHIS,CHAYABE,"Finca Chayabé, Chis. SGT*",42.2
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",7.7
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",3.9
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",2.1
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",1
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comitán, Chis. SMN*",6.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",6.51
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitán, Chis. PC*",6.04
-92.246111,15.356667,CHIS,CREDMOTOZINTLA,"Cred Motozintla, Chis. SMN*",0
-93.15,16.730556,CHIS,CRISTALTV,"Cristal TV Azteca, Chis. SGT*",0
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",17.1
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",3.4
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",0
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",0
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",1.6
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",2.4
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",11.2
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",32.3
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",15.6
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",232.4
-92.655833,15.330833,CHIS,ESCCP,"Escuintla, Chis.",0
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",171.9
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",126.9
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",5.8
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",0.02
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",20.91
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",2
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",27.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",0
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",460.2
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",14.7
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",0.1
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",0
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",44.8
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",139.9
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",71.8
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",60
-93.105833,16.741944,CHIS,MODULO5,"Módulo Cinco, Chis. SGT*",0
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",1.4
-93.091389,16.7225,CHIS,MUCH,"Museo de Chiapas de Ciencia y Tecnología, Chis. SGT*",0.2
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",0
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",366.1
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",16.6
-93.087778,16.760278,CHIS,PARQUEOTE,"Parque Oriente, Chis. SGT*",0.2
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",4.2
-93.458611,17.446111,CHIS,PENCP,"Ángel Albino Corzo, Chis.",342.8
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",0
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",0.5
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",2.4
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",96.4
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",1.13
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",309.1
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0
-94.003889,16.471111,CHIS,RSACP,"Rosendo Salazar, Chis.",0
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",72.2
-93.128889,16.790278,CHIS,SANJUANSEMIN,"San Juan Seminario, Chis. SGT*",0.4
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",1.2
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",370.2
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",2.4
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",2.5
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",1.1
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-93.1,16.786111,CHIS,SECTEC103,"Secundaria Técnica 103, Chis. SGT*",0.7
-93.133889,16.747222,CHIS,SECTEC59,"Secundaria Técnica 59, Chis. SGT*",0
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",1.6
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",42.4
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",276.3
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",1.71
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",0
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",59.8
-92.136111,15.04,CHIS,SNJERONIMO,"San Jerónimo, Chis. SGT*",20.2
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",38
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",6.4
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0
-93.244722,17.494167,CHIS,SUNUAPA,"Sunuapa, Chis. SGT*",91.1
-92.1475,14.9625,CHIS,TALISMAN,"Talismán, Chis. SGT*",3.9
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",11.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",0.6
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",63
-93.545833,15.875,CHIS,TPICP,"Tres Picos, Chis.",0
-93.0575,16.736111,CHIS,TRABAJOSOCIAL,"Trabajo Social, Chis. SGT*",0
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",7.3
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0.6
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0.01
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",267.7
-93.121944,16.778056,CHIS,UNICACH,"Universidad de Ciencias y Artes de Chiapas, Chis. SGT*",0
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",18.8
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",0
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",17.5
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",105.71
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",7.2
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",8.5
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",40
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",16.2
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",22
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",25.9
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",15.1
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",47
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",18
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",32.6
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",26.5
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",20
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",43
-100.566667,28.683056,COAH,PNEGRASob,"Observatorio de Piedras Negras, Coah. SMN*",17.4
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",23.7
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",21.5
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",36
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",23.3
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",25.8
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",22.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",22
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",21
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",36.3
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",22.1
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",36
-103.45,25.533333,COAH,TORREONob,"Observatorio de Torreón, Coah. SMN*",26.6
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",31.5
-103.613333,19.249722,COL,BVSCM,"Buenavista, Col.",69
-103.726389,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",47
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",101.7
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",18.2
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",60.1
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.733333,19.233333,COL,COLIMAob,"Observatorio de Colima, Col. SMN*",65.8
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",103.3
-103.605,19.322222,COL,CUACM,"Cuauhtémoc, Col.",61
-103.884167,19.112222,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",69
-103.868056,19.171667,COL,LAECM,"La Esperanza, Col.",104.2
-103.773889,18.803056,COL,LDACM,"Laguna de Amela, Col.",29
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",15.4
-104.318611,19.044167,COL,MNZCM,"Observatorio de Manzanillo, Col.",14.8
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",80
-104.1,18.936111,COL,RDRCM,"Radar, Col.",54
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.855833,18.908056,COL,TCMCM,"Tecomán, Col.",54
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",57
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",9.9
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",5.55
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",6.9
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",7.9
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",5.4
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",6.3
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",5.3
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",3.5
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",6.4
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",0
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",5.6
-99.205556,19.304722,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",6.7
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",15.5
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",5.8
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de Méx. SMN*",2.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",9.3
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",25.4
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",9.8
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",6.9
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",5.6
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",11.9
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",22.33
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",4.1
-99.021944,19.190556,DF,MLPDF,"Milpa Alta, Cd. de Méx.",2.1
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",11.7
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",6.9
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",8.4
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",6.9
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",5.3
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",9.1
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",8.3
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",3
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",8.7
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",8.4
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",6.3
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",7.4
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",6.6
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",4.8
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",3.1
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",12.9
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",2.1
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",6.6
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",6.9
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",4.3
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",5.8
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",6.3
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",7.6
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",5.1
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",5.9
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",7.2
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",1.3
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",7.1
