LON,LAT,EDO,CLAVE,ESTACION,abr-25
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",15.6
-92.637222,16.725,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",35.4
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",18.8
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",6.1
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",38.3
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",6.6
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",26.1
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",11.1
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",50.1
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0.1
-92.243333,14.99,CHIS,TAMCP,"Tapachula Malpaso, Chis.",285.7
-92.296111,14.887222,CHIS,TAPCP,"Tapachula, Chis.",13.5
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",108.1
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",3.4
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",63.4
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",63.4
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",4
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",95.2
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",17
-101.06,29.444167,COAH,AMSCL,"Internacional La Amistad, Coah.",13.3
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",21.8
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",1.5
-100.943889,29.214167,COAH,CNTCL,"El Centenario, Coah.",0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",2.5
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",0.5
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas Ciudad Acuña, Coah. CILA*",10.6
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",0
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0
-101.419167,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",12.9
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",1.4
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa de Fuentes, Coah. CILA*",4.5
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",5.1
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jiménez, Coah. CILA*",5.75
-101.120833,27.841667,COAH,SBNCL,"Sabinas, Coah.",1.01
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",32
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.02
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",5.2
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",1.01
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",0
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-103.720833,19.218333,COL,CMDCM,"Observatorio de Colima, Col.",0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.809167,19.204722,COL,CQMCM,"Coquimatlán, Col.",0
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",0
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Gregorio T. Q. Jala, Col.",0
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",0
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",0
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.8125,19.3275,COL,PNTCM,"Presa derivadora Peñitas, Col.",0
-104.1,18.936111,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",2.03
-99.235278,19.203333,DF,AJUSCOALTATEN,"Ajusco Alta Tensión, Cd. de Méx. SEGIAGUA",5.5
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja 6 IP San Antonio y Periférico, Cd. de Méx. SEGIAGUA",0
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias Biológicas IPN, Cd. de Méx. SMN*",0.76
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",1.26
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",1.5
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",11.63
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",0.02
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de Méx. SEGIAGUA",16.25
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SEGIAGUA",2.75
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",0
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",3.01
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Aragón CRAE OCAVM, Cd. de Méx. SEGIAGUA",0.5
-99.196389,19.403611,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",0
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",0
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",0.25
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",0
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",1
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SEGIAGUA",1.25
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",0.75
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",2.02
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de Méx. SEGIAGUA",6
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",4.57
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",0.5
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",0
-99.235,19.308056,DF,FCMAGDALENA,"Foro Cultural Magdalena, Cd. de Méx. SEGIAGUA",0.5
-99.091667,19.478056,DF,GCNDF,"km 6+250 del Gran Canal, Cd. de Méx.",0
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",6.25
-99.170556,19.286944,DF,LAJOYACDMX,"La Joya, Cd. de Méx. SEGIAGUA",2
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx.",4.75
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de Méx.",0
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de Méx.",0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",4.75
-99.026944,19.187222,DF,MILPAALTADF,"Milpa Alta, Cd. de Méx. SEGIAGUA",9
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de Méx.",0
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SEGIAGUA",8.25
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de Méx.",0.75
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de México Sur, Cd. de Méx.",0
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",0
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",2.01
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",0
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",0.76
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",0.25
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",1.01
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SEGIAGUA",0
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de Méx. SEGIAGUA",1.75
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",0
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",1.27
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",2.54
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",1.52
-99.177222,19.328889,DF,POZOCU,"Pozo Ciudad Universitaria, Cd. de Méx. SEGIAGUA",0.75
-99.233611,19.364444,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de Méx. SEGIAGUA",1.75
-99.264722,19.288611,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",1.78
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",0
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",0
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",1.27
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",0.75
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SEGIAGUA",3.5
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",0
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",6.86
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",0
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",0
-99.17,19.4,DF,RCMDF,"Radiocomunicación, Cd. de Méx.",2.79
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SEGIAGUA",3.5
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",0.51
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de Méx.",3.81
-99.133333,19.402222,DF,SCADF,"Santa Cruz Acatlán, Cd. de Méx.",6.1
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx.",4.57
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",1
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",2.21
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SEGIAGUA",1.5
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SEGIAGUA",4.5
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",11.94
-99.196667,19.403611,DF,TACUBAYAob,"Observatorio de Tacubaya, Cd. de Méx. SMN*",0.76
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",1.25
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",2.28
-99.220833,19.337778,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",2.03
-99.000556,19.275,DF,TEQUESQUITE,"San José Tláhuac RB Tequesquite, Cd. de Méx. SEGIAGUA",0
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SEGIAGUA",10.75
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",0.25
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",0.25
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",2.29
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",4.32
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",3.3
